Entity,Year,AnnualCO2,logCO2
Benin,2007,33164114.0000,7.5207
Benin,2008,31574970.0000,7.4993
Benin,2009,28587292.0000,7.4562
Benin,2010,28109922.0000,7.4489
Benin,2011,31084084.0000,7.4925
Benin,2012,36810916.0000,7.5660
Benin,2013,31003114.0000,7.4914
Benin,2014,28905022.0000,7.4610
Benin,2015,27627896.0000,7.4413
Benin,2016,26624296.0000,7.4253
Benin,2017,26331498.0000,7.4205
Benin,2018,25587338.0000,7.4080
Benin,2019,25522290.0000,7.4069
Benin,2020,25612342.0000,7.4084
Benin,2021,26024864.0000,7.4154
Benin,2022,26246660.0000,7.4191
Benin,2023,26241766.0000,7.4190
Bhutan,1850,825694.5600,5.9168
Bhutan,1851,1224951.8000,6.0881
Bhutan,1852,1308289.1000,6.1167
Bhutan,1853,1043017.5600,6.0183
Bhutan,1854,1563139.4000,6.1940
Bhutan,1855,933296.1000,5.9700
Bhutan,1856,2539027.0000,6.4047
Bhutan,1857,10187.5110,4.0081
Bhutan,1858,1488509.1000,6.1728
Bhutan,1859,-76447.7900,
Bhutan,1860,1031663.8000,6.0135
Bhutan,1861,1579918.2000,6.1986
Bhutan,1862,1200420.1000,6.0793
Bhutan,1863,1873774.5000,6.2727
Bhutan,1864,1054914.2000,6.0232
Bhutan,1865,1142470.4000,6.0578
Bhutan,1866,1706502.2000,6.2321
Bhutan,1867,1074964.1000,6.0314
Bhutan,1868,1824181.6000,6.2611
Bhutan,1869,1560127.1000,6.1932
Bhutan,1870,1391053.0000,6.1433
Bhutan,1871,1853698.5000,6.2680
Bhutan,1872,1458980.6000,6.1640
Bhutan,1873,1759819.1000,6.2455
Bhutan,1874,1191426.8000,6.0761
Bhutan,1875,1807600.9000,6.2571
Bhutan,1876,1852009.5000,6.2676
Bhutan,1877,1064148.8000,6.0270
Bhutan,1878,2079485.0000,6.3180
Bhutan,1879,1695212.8000,6.2292
Bhutan,1880,1481535.9000,6.1707
Bhutan,1881,1871917.4000,6.2723
Bhutan,1882,1602238.0000,6.2047
Bhutan,1883,1867121.5000,6.2712
Bhutan,1884,1418154.8000,6.1517
Bhutan,1885,2040863.8000,6.3098
Bhutan,1886,1466421.2000,6.1663
Bhutan,1887,2156938.0000,6.3338
Bhutan,1888,2262821.8000,6.3547
Bhutan,1889,1443754.2000,6.1595
Bhutan,1890,2091551.1000,6.3205
Bhutan,1891,2482042.0000,6.3948
Bhutan,1892,2977320.5000,6.4738
Bhutan,1893,2231276.8000,6.3486
Bhutan,1894,2146568.8000,6.3317
Bhutan,1895,1760183.0000,6.2456
Bhutan,1896,2152517.8000,6.3329
Bhutan,1897,2337507.5000,6.3688
Bhutan,1898,2045569.0000,6.3108
Bhutan,1899,2506515.8000,6.3991
Bhutan,1900,2166461.8000,6.3358
Bhutan,1901,2602024.8000,6.4153
Bhutan,1902,1791083.4000,6.2531
Bhutan,1903,2358651.5000,6.3727
Bhutan,1904,2637714.8000,6.4212
Bhutan,1905,3308701.2000,6.5197
Bhutan,1906,1979436.0000,6.2965
Bhutan,1907,1726502.9000,6.2372
Bhutan,1908,2755035.5000,6.4401
Bhutan,1909,2553504.8000,6.4071
Bhutan,1910,3060519.8000,6.4858
Bhutan,1911,3286708.5000,6.5168
Bhutan,1912,2870235.8000,6.4579
Bhutan,1913,3201529.8000,6.5054
Bhutan,1914,3048739.5000,6.4841
Bhutan,1915,3077765.0000,6.4882
Bhutan,1916,2097755.5000,6.3218
Bhutan,1917,2752081.0000,6.4397
Bhutan,1918,2865291.2000,6.4572
Bhutan,1919,3598769.2000,6.5562
Bhutan,1920,2906761.2000,6.4634
Bhutan,1921,3111709.8000,6.4930
Bhutan,1922,2722797.0000,6.4350
Bhutan,1923,2370895.0000,6.3749
Bhutan,1924,3397830.5000,6.5312
Bhutan,1925,2858770.2000,6.4562
Bhutan,1926,3494519.2000,6.5434
Bhutan,1927,2803973.0000,6.4478
Bhutan,1928,2869451.8000,6.4578
Bhutan,1929,3417407.2000,6.5337
Bhutan,1930,4082553.0000,6.6109
Bhutan,1931,4161246.8000,6.6192
Bhutan,1932,4156013.2000,6.6187
Bhutan,1933,3792208.8000,6.5789
Bhutan,1934,3986594.2000,6.6006
Bhutan,1935,3968484.8000,6.5986
Bhutan,1936,4110198.2000,6.6139
Bhutan,1937,3524502.8000,6.5471
Bhutan,1938,4408836.0000,6.6443
Bhutan,1939,5500833.0000,6.7404
Bhutan,1940,4692393.5000,6.6714
Bhutan,1941,3605252.0000,6.5569
Bhutan,1942,4522249.5000,6.6554
Bhutan,1943,4665625.0000,6.6689
Bhutan,1944,4774380.5000,6.6789
Bhutan,1945,5267412.5000,6.7216
Bhutan,1946,5097381.0000,6.7073
Bhutan,1947,4613970.0000,6.6641
Bhutan,1948,4736364.5000,6.6754
Bhutan,1949,4870773.0000,6.6876
Bhutan,1950,9343137.0000,6.9705
Bhutan,1951,6913398.0000,6.8397
Bhutan,1952,6355923.0000,6.8032
Bhutan,1953,6588954.5000,6.8188
Bhutan,1954,7217459.0000,6.8584
Bhutan,1955,7939347.0000,6.8998
Bhutan,1956,7004786.0000,6.8454
Bhutan,1957,7637435.0000,6.8829
Bhutan,1958,7817982.0000,6.8931
Bhutan,1959,13217838.0000,7.1212
Bhutan,1960,8495428.0000,6.9292
Bhutan,1961,10285479.0000,7.0122
Bhutan,1962,7785605.0000,6.8913
Bhutan,1963,8263170.5000,6.9171
Bhutan,1964,8978638.0000,6.9532
Bhutan,1965,8900181.0000,6.9494
Bhutan,1966,9118989.0000,6.9599
Bhutan,1967,8896552.0000,6.9492
Bhutan,1968,8640294.0000,6.9365
Bhutan,1969,11371302.0000,7.0558
Bhutan,1970,10217778.0000,7.0094
Bhutan,1971,10058931.0000,7.0026
Bhutan,1972,11017976.0000,7.0421
Bhutan,1973,11665124.0000,7.0669
Bhutan,1974,11186558.0000,7.0487
Bhutan,1975,10790408.0000,7.0330
Bhutan,1976,10213953.0000,7.0092
Bhutan,1977,10980737.0000,7.0406
Bhutan,1978,10369930.0000,7.0158
Bhutan,1979,11347817.0000,7.0549
Bhutan,1980,11356442.0000,7.0552
Bhutan,1981,12093895.0000,7.0826
Bhutan,1982,12820182.0000,7.1079
Bhutan,1983,14231829.0000,7.1533
Bhutan,1984,11004645.0000,7.0416
Bhutan,1985,10918902.0000,7.0382
Bhutan,1986,13209148.0000,7.1209
Bhutan,1987,10925738.0000,7.0385
Bhutan,1988,9565662.0000,6.9807
Bhutan,1989,10502528.0000,7.0213
Bhutan,1990,16571225.0000,7.2194
Bhutan,1991,11448033.0000,7.0587
Bhutan,1992,10131178.0000,7.0057
Bhutan,1993,9666895.0000,6.9853
Bhutan,1994,15750658.0000,7.1973
Bhutan,1995,10304493.0000,7.0130
Bhutan,1996,9168763.0000,6.9623
Bhutan,1997,8230340.0000,6.9154
Bhutan,1998,9558333.0000,6.9804
Bhutan,1999,9330475.0000,6.9699
Bhutan,2000,9894446.0000,6.9954
Bhutan,2001,7789957.0000,6.8915
Bhutan,2002,9144628.0000,6.9612
Bhutan,2003,9682933.0000,6.9860
Bhutan,2004,9910932.0000,6.9961
Bhutan,2005,9049355.0000,6.9566
Bhutan,2006,8176795.5000,6.9126
Bhutan,2007,8790935.0000,6.9440
Bhutan,2008,10489599.0000,7.0208
Bhutan,2009,9096567.0000,6.9589
Bhutan,2010,10902538.0000,7.0375
Bhutan,2011,9605600.0000,6.9825
Bhutan,2012,9776983.0000,6.9902
Bhutan,2013,7148380.5000,6.8542
Bhutan,2014,5432232.5000,6.7350
Bhutan,2015,4246625.0000,6.6280
Bhutan,2016,3881365.8000,6.5890
Bhutan,2017,4615019.0000,6.6642
Bhutan,2018,4589537.0000,6.6618
Bhutan,2019,4496343.0000,6.6529
Bhutan,2020,5064315.0000,6.7045
Bhutan,2021,5257060.5000,6.7207
Bhutan,2022,4884538.5000,6.6888
Bhutan,2023,5002948.5000,6.6992
Bolivia,1850,17391358.0000,7.2403
Bolivia,1851,22615524.0000,7.3544
Bolivia,1852,25584178.0000,7.4080
Bolivia,1853,27453996.0000,7.4386
Bolivia,1854,28737044.0000,7.4584
Bolivia,1855,29984720.0000,7.4769
Bolivia,1856,31073952.0000,7.4924
Bolivia,1857,31880202.0000,7.5035
Bolivia,1858,32950396.0000,7.5179
Bolivia,1859,33741972.0000,7.5282
Bolivia,1860,20677318.0000,7.3155
Bolivia,1861,14582034.0000,7.1638
Bolivia,1862,11085815.0000,7.0448
Bolivia,1863,8915469.0000,6.9501
Bolivia,1864,7140345.0000,6.8537
Bolivia,1865,5622228.5000,6.7499
Bolivia,1866,4242347.5000,6.6276
Bolivia,1867,3071926.8000,6.4874
Bolivia,1868,1998313.4000,6.3007
Bolivia,1869,1086077.8000,6.0359
Bolivia,1870,292017.1200,5.4654
Bolivia,1871,-403536.5000,
Bolivia,1872,-992610.7000,
Bolivia,1873,-1614459.6000,
Bolivia,1874,-2216625.0000,
Bolivia,1875,-2738275.5000,
Bolivia,1876,-3165893.0000,
Bolivia,1877,-3599473.5000,
Bolivia,1878,-4084144.2000,
Bolivia,1879,-4437790.0000,
Bolivia,1880,6552027.0000,6.8164
Bolivia,1881,12524349.0000,7.0978
Bolivia,1882,15832542.0000,7.1996
Bolivia,1883,17986646.0000,7.2550
Bolivia,1884,19861854.0000,7.2980
Bolivia,1885,21501550.0000,7.3325
Bolivia,1886,22935786.0000,7.3605
Bolivia,1887,24360390.0000,7.3867
Bolivia,1888,25756496.0000,7.4109
Bolivia,1889,27033136.0000,7.4319
Bolivia,1890,24370520.0000,7.3869
Bolivia,1891,23043632.0000,7.3626
Bolivia,1892,22924714.0000,7.3603
Bolivia,1893,23030296.0000,7.3623
Bolivia,1894,23195128.0000,7.3654
Bolivia,1895,23310112.0000,7.3675
Bolivia,1896,23513610.0000,7.3713
Bolivia,1897,23656322.0000,7.3739
Bolivia,1898,23737956.0000,7.3754
Bolivia,1899,24118574.0000,7.3824
Bolivia,1900,21848364.0000,7.3394
Bolivia,1901,21016630.0000,7.3226
Bolivia,1902,20897768.0000,7.3201
Bolivia,1903,20884468.0000,7.3198
Bolivia,1904,21175382.0000,7.3258
Bolivia,1905,21842666.0000,7.3393
Bolivia,1906,22302902.0000,7.3484
Bolivia,1907,23094068.0000,7.3635
Bolivia,1908,23609946.0000,7.3731
Bolivia,1909,23883924.0000,7.3781
Bolivia,1910,29635800.0000,7.4718
Bolivia,1911,33755684.0000,7.5283
Bolivia,1912,35652736.0000,7.5521
Bolivia,1913,37204904.0000,7.5706
Bolivia,1914,38608120.0000,7.5867
Bolivia,1915,39914090.0000,7.6011
Bolivia,1916,41099990.0000,7.6138
Bolivia,1917,42525240.0000,7.6286
Bolivia,1918,43841464.0000,7.6419
Bolivia,1919,44623640.0000,7.6496
Bolivia,1920,44373604.0000,7.6471
Bolivia,1921,44849560.0000,7.6518
Bolivia,1922,45226236.0000,7.6554
Bolivia,1923,44762920.0000,7.6509
Bolivia,1924,44231412.0000,7.6457
Bolivia,1925,45744428.0000,7.6603
Bolivia,1926,45934428.0000,7.6621
Bolivia,1927,46502924.0000,7.6675
Bolivia,1928,46265700.0000,7.6653
Bolivia,1929,46514772.0000,7.6676
Bolivia,1930,45707990.0000,7.6600
Bolivia,1931,45906132.0000,7.6619
Bolivia,1932,47886016.0000,7.6802
Bolivia,1933,47749230.0000,7.6790
Bolivia,1934,47984616.0000,7.6811
Bolivia,1935,48930388.0000,7.6896
Bolivia,1936,49276700.0000,7.6926
Bolivia,1937,49768820.0000,7.6970
Bolivia,1938,49944676.0000,7.6985
Bolivia,1939,50719188.0000,7.7052
Bolivia,1940,53922990.0000,7.7318
Bolivia,1941,53143828.0000,7.7255
Bolivia,1942,52142816.0000,7.7172
Bolivia,1943,50904460.0000,7.7068
Bolivia,1944,49896860.0000,7.6981
Bolivia,1945,49251164.0000,7.6924
Bolivia,1946,48280664.0000,7.6838
Bolivia,1947,47506296.0000,7.6768
Bolivia,1948,47273484.0000,7.6746
Bolivia,1949,46716068.0000,7.6695
Bolivia,1950,49310268.0000,7.6929
Bolivia,1951,51558024.0000,7.7123
Bolivia,1952,53895504.0000,7.7316
Bolivia,1953,56335908.0000,7.7508
Bolivia,1954,59660250.0000,7.7757
Bolivia,1955,62540476.0000,7.7962
Bolivia,1956,65126376.0000,7.8138
Bolivia,1957,66846740.0000,7.8251
Bolivia,1958,68416584.0000,7.8352
Bolivia,1959,70355304.0000,7.8473
Bolivia,1960,62811616.0000,7.7980
Bolivia,1961,51545870.0000,7.7122
Bolivia,1962,45972540.0000,7.6625
Bolivia,1963,47509096.0000,7.6768
Bolivia,1964,46037504.0000,7.6631
Bolivia,1965,47983012.0000,7.6811
Bolivia,1966,50000588.0000,7.6990
Bolivia,1967,52576620.0000,7.7208
Bolivia,1968,58240584.0000,7.7652
Bolivia,1969,57467668.0000,7.7594
Bolivia,1970,68202824.0000,7.8338
Bolivia,1971,74050670.0000,7.8695
Bolivia,1972,70984440.0000,7.8512
Bolivia,1973,80405610.0000,7.9053
Bolivia,1974,84527176.0000,7.9270
Bolivia,1975,73851390.0000,7.8684
Bolivia,1976,82675170.0000,7.9174
Bolivia,1977,71541750.0000,7.8546
Bolivia,1978,80521810.0000,7.9059
Bolivia,1979,70767730.0000,7.8498
Bolivia,1980,78390150.0000,7.8943
Bolivia,1981,67908620.0000,7.8319
Bolivia,1982,66264880.0000,7.8213
Bolivia,1983,78731864.0000,7.8962
Bolivia,1984,65062230.0000,7.8133
Bolivia,1985,75198030.0000,7.8762
Bolivia,1986,67070790.0000,7.8265
Bolivia,1987,67224700.0000,7.8275
Bolivia,1988,70453480.0000,7.8479
Bolivia,1989,65877080.0000,7.8187
Bolivia,1990,80667800.0000,7.9067
Bolivia,1991,82887680.0000,7.9185
Bolivia,1992,109344584.0000,8.0388
Bolivia,1993,99933240.0000,7.9997
Bolivia,1994,163639570.0000,8.2139
Bolivia,1995,128756980.0000,8.1098
Bolivia,1996,131421336.0000,8.1187
Bolivia,1997,139398430.0000,8.1443
Bolivia,1998,159032240.0000,8.2015
Bolivia,1999,139070380.0000,8.1432
Bolivia,2000,114990050.0000,8.0607
Bolivia,2001,113670930.0000,8.0556
Bolivia,2002,123662550.0000,8.0922
Bolivia,2003,207222900.0000,8.3164
Bolivia,2004,155964340.0000,8.1930
Bolivia,2005,134652580.0000,8.1292
Bolivia,2006,121792370.0000,8.0856
Bolivia,2007,117333690.0000,8.0694
Bolivia,2008,120525224.0000,8.0811
Bolivia,2009,116299420.0000,8.0656
Bolivia,2010,121191570.0000,8.0835
Bolivia,2011,117962810.0000,8.0717
Bolivia,2012,118569464.0000,8.0740
Bolivia,2013,114503350.0000,8.0588
Bolivia,2014,110786950.0000,8.0445
Bolivia,2015,114118470.0000,8.0574
Bolivia,2016,110355170.0000,8.0428
Bolivia,2017,128689784.0000,8.1095
Bolivia,2018,125879300.0000,8.1000
Bolivia,2019,118906500.0000,8.0752
Bolivia,2020,118996530.0000,8.0755
Bolivia,2021,119672370.0000,8.0780
Bolivia,2022,123257900.0000,8.0908
Bolivia,2023,143291340.0000,8.1562
Bosnia and Herzegovina,1850,3518462.8000,6.5464
Bosnia and Herzegovina,1851,3452832.0000,6.5382
Bosnia and Herzegovina,1852,3518653.8000,6.5464
Bosnia and Herzegovina,1853,3583792.8000,6.5543
Bosnia and Herzegovina,1854,3546331.8000,6.5498
Bosnia and Herzegovina,1855,3539106.0000,6.5489
Bosnia and Herzegovina,1856,3588813.8000,6.5550
Bosnia and Herzegovina,1857,3626294.5000,6.5595
Bosnia and Herzegovina,1858,3620959.8000,6.5588
Bosnia and Herzegovina,1859,3574080.2000,6.5532
Bosnia and Herzegovina,1860,4313332.0000,6.6348
Bosnia and Herzegovina,1861,4492906.0000,6.6525
Bosnia and Herzegovina,1862,4624158.0000,6.6650
Bosnia and Herzegovina,1863,4757207.5000,6.6774
Bosnia and Herzegovina,1864,4726043.5000,6.6745
Bosnia and Herzegovina,1865,4991455.0000,6.6982
Bosnia and Herzegovina,1866,5126316.0000,6.7098
Bosnia and Herzegovina,1867,5324293.0000,6.7263
Bosnia and Herzegovina,1868,5296227.0000,6.7240
Bosnia and Herzegovina,1869,5505298.0000,6.7408
Bosnia and Herzegovina,1870,5651438.5000,6.7522
Bosnia and Herzegovina,1871,5640650.5000,6.7513
Bosnia and Herzegovina,1872,5826891.5000,6.7654
Bosnia and Herzegovina,1873,6002102.5000,6.7783
Bosnia and Herzegovina,1874,6015602.5000,6.7793
Bosnia and Herzegovina,1875,6053120.0000,6.7820
Bosnia and Herzegovina,1876,6186187.5000,6.7914
Bosnia and Herzegovina,1877,6286098.0000,6.7984
Bosnia and Herzegovina,1878,6311632.0000,6.8001
Bosnia and Herzegovina,1879,6267198.5000,6.7971
Bosnia and Herzegovina,1880,6506720.5000,6.8134
Bosnia and Herzegovina,1881,6538732.5000,6.8155
Bosnia and Herzegovina,1882,6590011.0000,6.8189
Bosnia and Herzegovina,1883,6664685.5000,6.8238
Bosnia and Herzegovina,1884,6485463.5000,6.8119
Bosnia and Herzegovina,1885,6795886.0000,6.8322
Bosnia and Herzegovina,1886,6899852.5000,6.8388
Bosnia and Herzegovina,1887,7070470.5000,6.8494
Bosnia and Herzegovina,1888,6941688.5000,6.8415
Bosnia and Herzegovina,1889,7155300.0000,6.8546
Bosnia and Herzegovina,1890,7212002.5000,6.8581
Bosnia and Herzegovina,1891,7075644.0000,6.8498
Bosnia and Herzegovina,1892,7256644.5000,6.8607
Bosnia and Herzegovina,1893,7418505.0000,6.8703
Bosnia and Herzegovina,1894,7365362.0000,6.8672
Bosnia and Herzegovina,1895,7357923.5000,6.8668
Bosnia and Herzegovina,1896,7476928.0000,6.8737
Bosnia and Herzegovina,1897,7529533.5000,6.8768
Bosnia and Herzegovina,1898,7506566.5000,6.8754
Bosnia and Herzegovina,1899,7416110.5000,6.8702
Bosnia and Herzegovina,1900,7609430.5000,6.8814
Bosnia and Herzegovina,1901,7634143.0000,6.8828
Bosnia and Herzegovina,1902,7514682.0000,6.8759
Bosnia and Herzegovina,1903,7661964.5000,6.8843
Bosnia and Herzegovina,1904,7778584.5000,6.8909
Bosnia and Herzegovina,1905,7667289.0000,6.8846
Bosnia and Herzegovina,1906,7639134.5000,6.8830
Bosnia and Herzegovina,1907,7710716.5000,6.8871
Bosnia and Herzegovina,1908,7738004.0000,6.8886
Bosnia and Herzegovina,1909,7625201.0000,6.8823
Bosnia and Herzegovina,1910,7951837.5000,6.9005
Bosnia and Herzegovina,1911,8355584.5000,6.9220
Bosnia and Herzegovina,1912,8457943.0000,6.9273
Bosnia and Herzegovina,1913,9017241.0000,6.9551
Bosnia and Herzegovina,1914,8383087.5000,6.9234
Bosnia and Herzegovina,1915,8166909.0000,6.9121
Bosnia and Herzegovina,1916,8584254.0000,6.9337
Bosnia and Herzegovina,1917,8756218.0000,6.9423
Bosnia and Herzegovina,1918,8930989.0000,6.9509
Bosnia and Herzegovina,1919,9296388.0000,6.9683
Bosnia and Herzegovina,1920,9524905.0000,6.9789
Bosnia and Herzegovina,1921,9669629.0000,6.9854
Bosnia and Herzegovina,1922,9851768.0000,6.9935
Bosnia and Herzegovina,1923,9888598.0000,6.9951
Bosnia and Herzegovina,1924,9763817.0000,6.9896
Bosnia and Herzegovina,1925,9962169.0000,6.9984
Bosnia and Herzegovina,1926,9640995.0000,6.9841
Bosnia and Herzegovina,1927,10398038.0000,7.0170
Bosnia and Herzegovina,1928,10582663.0000,7.0246
Bosnia and Herzegovina,1929,10480610.0000,7.0204
Bosnia and Herzegovina,1930,9873822.0000,6.9945
Bosnia and Herzegovina,1931,9738508.0000,6.9885
Bosnia and Herzegovina,1932,9378440.0000,6.9721
Bosnia and Herzegovina,1933,9173610.0000,6.9625
Bosnia and Herzegovina,1934,9006781.0000,6.9546
Bosnia and Herzegovina,1935,9260160.0000,6.9666
Bosnia and Herzegovina,1936,8945856.0000,6.9516
Bosnia and Herzegovina,1937,8784052.0000,6.9437
Bosnia and Herzegovina,1938,8961777.0000,6.9524
Bosnia and Herzegovina,1939,9014673.0000,6.9549
Bosnia and Herzegovina,1940,8152664.5000,6.9113
Bosnia and Herzegovina,1941,6087067.0000,6.7844
Bosnia and Herzegovina,1942,6088020.0000,6.7845
Bosnia and Herzegovina,1943,6491698.0000,6.8124
Bosnia and Herzegovina,1944,5958147.0000,6.7751
Bosnia and Herzegovina,1945,6982551.5000,6.8440
Bosnia and Herzegovina,1946,8243547.0000,6.9161
Bosnia and Herzegovina,1947,8621904.0000,6.9356
Bosnia and Herzegovina,1948,8843898.0000,6.9466
Bosnia and Herzegovina,1949,9417395.0000,6.9739
Bosnia and Herzegovina,1950,9153017.0000,6.9616
Bosnia and Herzegovina,1951,8307489.5000,6.9195
Bosnia and Herzegovina,1952,8754424.0000,6.9422
Bosnia and Herzegovina,1953,8147943.5000,6.9110
Bosnia and Herzegovina,1954,8594283.0000,6.9342
Bosnia and Herzegovina,1955,8411987.0000,6.9249
Bosnia and Herzegovina,1956,8634581.0000,6.9362
Bosnia and Herzegovina,1957,8601310.0000,6.9346
Bosnia and Herzegovina,1958,7468139.0000,6.8732
Bosnia and Herzegovina,1959,6496765.5000,6.8127
Bosnia and Herzegovina,1960,6896862.0000,6.8387
Bosnia and Herzegovina,1961,7261496.5000,6.8610
Bosnia and Herzegovina,1962,7372200.5000,6.8676
Bosnia and Herzegovina,1963,7962263.0000,6.9010
Bosnia and Herzegovina,1964,8699017.0000,6.9395
Bosnia and Herzegovina,1965,8872208.0000,6.9480
Bosnia and Herzegovina,1966,8854864.0000,6.9472
Bosnia and Herzegovina,1967,8901200.0000,6.9494
Bosnia and Herzegovina,1968,9473322.0000,6.9765
Bosnia and Herzegovina,1969,9458281.0000,6.9758
Bosnia and Herzegovina,1970,12307770.0000,7.0902
Bosnia and Herzegovina,1971,13479508.0000,7.1297
Bosnia and Herzegovina,1972,12491277.0000,7.0966
Bosnia and Herzegovina,1973,14942205.0000,7.1744
Bosnia and Herzegovina,1974,15097582.0000,7.1789
Bosnia and Herzegovina,1975,16072075.0000,7.2061
Bosnia and Herzegovina,1976,16314175.0000,7.2126
Bosnia and Herzegovina,1977,16491596.0000,7.2173
Bosnia and Herzegovina,1978,17979720.0000,7.2548
Bosnia and Herzegovina,1979,20342240.0000,7.3084
Bosnia and Herzegovina,1980,19679210.0000,7.2940
Bosnia and Herzegovina,1981,21556604.0000,7.3336
Bosnia and Herzegovina,1982,20650758.0000,7.3149
Bosnia and Herzegovina,1983,22462028.0000,7.3514
Bosnia and Herzegovina,1984,23615444.0000,7.3732
Bosnia and Herzegovina,1985,24446536.0000,7.3882
Bosnia and Herzegovina,1986,25096128.0000,7.3996
Bosnia and Herzegovina,1987,24779130.0000,7.3941
Bosnia and Herzegovina,1988,25345774.0000,7.4039
Bosnia and Herzegovina,1989,25238498.0000,7.4021
Bosnia and Herzegovina,1990,25786302.0000,7.4114
Bosnia and Herzegovina,1991,16149689.0000,7.2082
Bosnia and Herzegovina,1992,16392262.0000,7.2146
Bosnia and Herzegovina,1993,13658464.0000,7.1354
Bosnia and Herzegovina,1994,2971117.5000,6.4729
Bosnia and Herzegovina,1995,3165442.2000,6.5004
Bosnia and Herzegovina,1996,3863116.8000,6.5869
Bosnia and Herzegovina,1997,11783583.0000,7.0713
Bosnia and Herzegovina,1998,12921642.0000,7.1113
Bosnia and Herzegovina,1999,13775862.0000,7.1391
Bosnia and Herzegovina,2000,16570780.0000,7.2193
Bosnia and Herzegovina,2001,15738278.0000,7.1970
Bosnia and Herzegovina,2002,18693854.0000,7.2717
Bosnia and Herzegovina,2003,18484064.0000,7.2668
Bosnia and Herzegovina,2004,19160350.0000,7.2824
Bosnia and Herzegovina,2005,19988344.0000,7.3008
Bosnia and Herzegovina,2006,21258460.0000,7.3275
Bosnia and Herzegovina,2007,22041772.0000,7.3432
Bosnia and Herzegovina,2008,24374990.0000,7.3869
Bosnia and Herzegovina,2009,25606656.0000,7.4084
Bosnia and Herzegovina,2010,25791056.0000,7.4115
Bosnia and Herzegovina,2011,28925764.0000,7.4613
Bosnia and Herzegovina,2012,27844444.0000,7.4447
Bosnia and Herzegovina,2013,26963190.0000,7.4308
Bosnia and Herzegovina,2014,26152408.0000,7.4175
Bosnia and Herzegovina,2015,26732426.0000,7.4270
Bosnia and Herzegovina,2016,29891370.0000,7.4755
Bosnia and Herzegovina,2017,29340132.0000,7.4675
Bosnia and Herzegovina,2018,29851498.0000,7.4750
Bosnia and Herzegovina,2019,29035662.0000,7.4629
Bosnia and Herzegovina,2020,28954580.0000,7.4617
Bosnia and Herzegovina,2021,28290532.0000,7.4516
Bosnia and Herzegovina,2022,27882428.0000,7.4453
Bosnia and Herzegovina,2023,26790844.0000,7.4280
Botswana,1850,701759.4000,5.8462
Botswana,1851,709733.4400,5.8511
Botswana,1852,717058.0600,5.8556
Botswana,1853,723934.9000,5.8597
Botswana,1854,730547.2000,5.8636
Botswana,1855,736858.5000,5.8674
Botswana,1856,742804.7500,5.8709
Botswana,1857,748395.2500,5.8741
Botswana,1858,753529.3000,5.8771
Botswana,1859,758225.4400,5.8798
Botswana,1860,765479.0000,5.8839
Botswana,1861,772235.5600,5.8877
Botswana,1862,778209.2000,5.8911
Botswana,1863,783738.7000,5.8942
Botswana,1864,789346.0000,5.8973
Botswana,1865,794289.0600,5.9000
Botswana,1866,799245.5000,5.9027
Botswana,1867,804160.3000,5.9053
Botswana,1868,809015.0000,5.9080
Botswana,1869,813809.4400,5.9105
Botswana,1870,826366.2000,5.9172
Botswana,1871,839571.2000,5.9241
Botswana,1872,855255.4000,5.9321
Botswana,1873,872907.9400,5.9410
Botswana,1874,892338.8000,5.9505
Botswana,1875,912679.9400,5.9603
Botswana,1876,933045.0600,5.9699
Botswana,1877,952529.5600,5.9789
Botswana,1878,970219.5600,5.9869
Botswana,1879,985228.8000,5.9935
Botswana,1880,998393.1000,5.9993
Botswana,1881,1010585.5000,6.0046
Botswana,1882,1021749.9400,6.0093
Botswana,1883,1032305.9000,6.0138
Botswana,1884,1042352.0000,6.0180
Botswana,1885,1051923.1000,6.0220
Botswana,1886,1061163.8000,6.0258
Botswana,1887,1070172.8000,6.0295
Botswana,1888,1079039.8000,6.0330
Botswana,1889,1088065.1000,6.0367
Botswana,1890,1118241.6000,6.0485
Botswana,1891,1135904.8000,6.0553
Botswana,1892,1151694.5000,6.0613
Botswana,1893,1166338.1000,6.0668
Botswana,1894,1180654.2000,6.0721
Botswana,1895,1194774.5000,6.0773
Botswana,1896,1209911.8000,6.0828
Botswana,1897,1225290.9000,6.0882
Botswana,1898,1241913.8000,6.0941
Botswana,1899,1259903.1000,6.1003
Botswana,1900,1291895.0000,6.1112
Botswana,1901,1327237.2000,6.1229
Botswana,1902,1352469.9000,6.1311
Botswana,1903,1383736.6000,6.1411
Botswana,1904,1421023.5000,6.1526
Botswana,1905,1449526.6000,6.1612
Botswana,1906,1493769.1000,6.1743
Botswana,1907,1531020.4000,6.1850
Botswana,1908,1559975.0000,6.1931
Botswana,1909,1610031.4000,6.2068
Botswana,1910,1655628.8000,6.2190
Botswana,1911,1708817.1000,6.2327
Botswana,1912,1762932.8000,6.2462
Botswana,1913,1821967.9000,6.2605
Botswana,1914,1898274.8000,6.2784
Botswana,1915,1959917.5000,6.2922
Botswana,1916,2008074.1000,6.3028
Botswana,1917,2077487.4000,6.3175
Botswana,1918,2146520.8000,6.3317
Botswana,1919,2192594.5000,6.3410
Botswana,1920,2280954.8000,6.3581
Botswana,1921,2376787.8000,6.3760
Botswana,1922,2420868.5000,6.3840
Botswana,1923,2545855.2000,6.4058
Botswana,1924,2604026.0000,6.4156
Botswana,1925,2712429.8000,6.4334
Botswana,1926,2748030.2000,6.4390
